age,gender,product_brand,product_retail_price,product_department,status,created_at,shipped_at,delivered_at,sale_price
19,F,AN1225,9.9899997711181641,Women,Complete,2023-02-05 07:58:48.000000 UTC,2023-02-08 03:17:00.000000 UTC,2023-02-10 20:05:00.000000 UTC,9.9899997711181641
66,F,AN1225,9.9499998092651367,Women,Complete,2023-01-28 01:38:24.000000 UTC,2023-01-28 16:47:00.000000 UTC,2023-01-30 18:39:00.000000 UTC,9.9499998092651367
20,F,Talitnia,25.899999618530277,Women,Complete,2023-02-26 01:55:36.000000 UTC,2023-02-27 13:54:00.000000 UTC,2023-03-02 20:17:00.000000 UTC,25.899999618530277
57,M,Baby Banz,14.340000152587892,Men,Complete,2023-05-29 16:23:52.000000 UTC,2023-06-01 12:11:00.000000 UTC,2023-06-02 12:43:00.000000 UTC,14.340000152587892
46,M,Alki'i,9.9899997711181641,Men,Complete,2023-06-26 11:58:07.000000 UTC,2023-06-26 13:00:00.000000 UTC,2023-06-27 21:59:00.000000 UTC,9.9899997711181641
55,F,ALL BLACK,9.8999996185302717,Women,Complete,2023-04-23 21:43:13.000000 UTC,2023-04-23 06:22:00.000000 UTC,2023-04-23 22:35:00.000000 UTC,9.8999996185302717
35,F,Allegra K,5.869999885559082,Women,Complete,2023-05-05 13:55:09.000000 UTC,2023-05-04 09:20:00.000000 UTC,2023-05-07 20:50:00.000000 UTC,5.869999885559082
34,F,Allegra K,6.440000057220459,Women,Returned,2023-04-17 17:20:36.000000 UTC,2023-04-17 21:24:00.000000 UTC,2023-04-18 00:52:00.000000 UTC,6.440000057220459
26,F,Allegra K,4.679999828338623,Women,Returned,2023-05-04 06:03:08.000000 UTC,2023-05-03 04:06:00.000000 UTC,2023-05-07 04:34:00.000000 UTC,4.679999828338623
63,F,AmeriBag,81.949996948242173,Women,Complete,2023-05-03 04:51:40.000000 UTC,2023-05-04 01:58:00.000000 UTC,2023-05-05 02:28:00.000000 UTC,81.949996948242173
16,F,American Apparel,12.0,Women,Complete,2023-02-17 07:30:41.000000 UTC,2023-02-20 08:04:00.000000 UTC,2023-02-20 18:55:00.000000 UTC,12.0
33,M,King Formal Wear,12.979999542236328,Men,Complete,2023-03-31 11:15:24.000000 UTC,2023-03-29 21:40:00.000000 UTC,2023-03-30 01:27:00.000000 UTC,12.979999542236328
21,M,King Formal Wear,12.979999542236328,Men,Returned,2023-06-02 03:48:12.000000 UTC,2023-05-30 03:49:00.000000 UTC,2023-05-31 02:10:00.000000 UTC,12.979999542236328
14,F,Angelina,5.9899997711181641,Women,Complete,2023-06-15 05:55:41.000000 UTC,2023-06-13 11:23:00.000000 UTC,2023-06-17 23:54:00.000000 UTC,5.9899997711181641
68,M,A:X Armani Exchange,32.0,Men,Returned,2023-05-12 07:04:56.000000 UTC,2023-05-09 20:32:00.000000 UTC,2023-05-13 02:37:00.000000 UTC,32.0
55,M,A:X Armani Exchange,32.0,Men,Complete,2023-05-10 07:30:59.000000 UTC,2023-05-10 18:10:00.000000 UTC,2023-05-15 05:30:00.000000 UTC,32.0
51,M,A:X Armani Exchange,32.0,Men,Complete,2023-03-14 03:53:05.000000 UTC,2023-03-16 00:24:00.000000 UTC,2023-03-16 19:32:00.000000 UTC,32.0
44,M,A:X Armani Exchange,38.0,Men,Complete,2023-03-11 00:50:43.000000 UTC,2023-03-11 01:22:00.000000 UTC,2023-03-15 23:47:00.000000 UTC,38.0
58,M,Arnette,69.949996948242188,Men,Complete,2023-01-18 03:26:52.000000 UTC,2023-01-20 16:41:00.000000 UTC,2023-01-20 20:38:00.000000 UTC,69.949996948242188
65,M,Arnette,109.9499969482422,Men,Complete,2023-05-29 05:16:12.000000 UTC,2023-05-29 17:28:00.000000 UTC,2023-06-01 14:56:00.000000 UTC,109.9499969482422
42,M,Aviator,19.950000762939453,Men,Complete,2023-01-20 09:55:30.000000 UTC,2023-01-18 14:09:00.000000 UTC,2023-01-22 04:00:00.000000 UTC,19.950000762939453
34,M,Aviator,19.950000762939453,Men,Returned,2023-03-23 04:41:40.000000 UTC,2023-03-24 23:12:00.000000 UTC,2023-03-27 00:24:00.000000 UTC,19.950000762939453
67,M,Bailey,60.0,Men,Returned,2023-06-26 08:26:19.000000 UTC,2023-06-27 15:40:00.000000 UTC,2023-07-01 04:50:00.000000 UTC,60.0
18,F,Luxury Divas,13.989999771118164,Women,Returned,2023-06-19 05:46:51.000000 UTC,2023-06-21 11:49:00.000000 UTC,2023-06-24 06:51:00.000000 UTC,13.989999771118164
49,F,Luxury Divas,6.3499999046325684,Women,Complete,2023-06-05 10:32:38.000000 UTC,2023-06-06 03:51:00.000000 UTC,2023-06-10 03:51:00.000000 UTC,6.3499999046325684
39,F,C.C. Exclusives,13.989999771118164,Women,Complete,2023-01-03 10:24:59.000000 UTC,2023-01-01 13:49:00.000000 UTC,2023-01-05 03:13:00.000000 UTC,13.989999771118164
22,F,Luxury Divas,27.989999771118164,Women,Complete,2023-01-24 04:08:34.000000 UTC,2023-01-26 10:49:00.000000 UTC,2023-01-27 07:10:00.000000 UTC,27.989999771118164
43,F,Luxury Divas,8.0,Women,Complete,2023-02-04 03:35:42.000000 UTC,2023-02-06 12:47:00.000000 UTC,2023-02-08 05:15:00.000000 UTC,8.0
37,F,Luxury Divas,24.989999771118164,Women,Returned,2023-05-18 09:37:08.000000 UTC,2023-05-17 22:54:00.000000 UTC,2023-05-21 08:14:00.000000 UTC,24.989999771118164
28,M,UniformTux,3.25,Men,Complete,2023-02-10 14:25:57.000000 UTC,2023-02-12 21:37:00.000000 UTC,2023-02-15 13:34:00.000000 UTC,3.25
12,M,Luxury Divas,3.7999999523162842,Men,Complete,2023-01-16 15:42:41.000000 UTC,2023-01-17 03:58:00.000000 UTC,2023-01-18 17:57:00.000000 UTC,3.7999999523162842
63,M,Luxury Divas,3.7999999523162842,Men,Returned,2023-06-17 12:52:25.000000 UTC,2023-06-15 06:22:00.000000 UTC,2023-06-16 09:49:00.000000 UTC,3.7999999523162842
36,F,Teramasu,18.989999771118164,Women,Complete,2023-03-31 07:56:19.000000 UTC,2023-03-31 23:29:00.000000 UTC,2023-04-04 07:05:00.000000 UTC,18.989999771118164
70,M,Y&G,8.9899997711181641,Men,Complete,2023-05-28 09:18:10.000000 UTC,2023-05-28 20:44:00.000000 UTC,2023-05-30 02:01:00.000000 UTC,8.9899997711181641
68,M,Y&G,8.9899997711181641,Men,Returned,2023-02-02 23:08:30.000000 UTC,2023-02-04 10:52:00.000000 UTC,2023-02-07 12:04:00.000000 UTC,8.9899997711181641
41,F,Blue Q,6.3899998664855957,Women,Returned,2023-06-07 11:11:57.000000 UTC,2023-06-10 04:41:00.000000 UTC,2023-06-13 15:17:00.000000 UTC,6.3899998664855957
55,F,H2W,3.4000000953674321,Women,Complete,2023-06-27 05:44:55.000000 UTC,2023-06-29 20:10:00.000000 UTC,2023-07-03 09:16:00.000000 UTC,3.4000000953674321
51,F,H2W,3.4000000953674321,Women,Complete,2023-04-29 12:37:49.000000 UTC,2023-05-01 12:49:00.000000 UTC,2023-05-05 06:54:00.000000 UTC,3.4000000953674321
45,M,Boconi,78.0,Men,Complete,2023-03-09 23:43:54.000000 UTC,2023-03-12 15:00:00.000000 UTC,2023-03-17 09:47:00.000000 UTC,78.0
55,M,Boconi,78.0,Men,Returned,2023-01-28 00:41:49.000000 UTC,2023-01-27 02:52:00.000000 UTC,2023-01-30 08:56:00.000000 UTC,78.0
26,M,boxed-gifts,9.0,Men,Complete,2023-02-18 05:51:06.000000 UTC,2023-02-18 17:45:00.000000 UTC,2023-02-19 10:48:00.000000 UTC,9.0
44,M,boxed-gifts,9.0,Men,Complete,2023-03-22 10:26:18.000000 UTC,2023-03-24 19:10:00.000000 UTC,2023-03-28 04:54:00.000000 UTC,9.0
50,M,boxed-gifts,9.0,Men,Returned,2023-06-26 06:32:27.000000 UTC,2023-06-26 16:47:00.000000 UTC,2023-06-27 21:08:00.000000 UTC,9.0
26,M,boxed-gifts,9.0,Men,Complete,2023-02-22 23:39:59.000000 UTC,2023-02-24 02:26:00.000000 UTC,2023-02-25 12:25:00.000000 UTC,9.0
51,M,boxed-gifts,7.9899997711181632,Men,Complete,2023-03-10 08:15:58.000000 UTC,2023-03-08 08:08:00.000000 UTC,2023-03-08 11:26:00.000000 UTC,7.9899997711181632
36,M,boxed-gifts,7.9899997711181632,Men,Complete,2023-01-13 10:22:41.000000 UTC,2023-01-15 08:30:00.000000 UTC,2023-01-19 01:36:00.000000 UTC,7.9899997711181632
28,M,Brixton,33.9900016784668,Men,Complete,2023-03-13 01:04:01.000000 UTC,2023-03-13 10:02:00.000000 UTC,2023-03-13 18:15:00.000000 UTC,33.9900016784668
39,M,Brixton,33.9900016784668,Men,Complete,2023-03-27 07:07:30.000000 UTC,2023-03-27 20:58:00.000000 UTC,2023-03-28 13:48:00.000000 UTC,33.9900016784668
24,M,Brixton,51.9900016784668,Men,Complete,2023-06-25 13:01:03.000000 UTC,2023-06-22 18:20:00.000000 UTC,2023-06-25 17:55:00.000000 UTC,51.9900016784668
61,F,Brooks,24.0,Women,Complete,2023-05-10 06:26:12.000000 UTC,2023-05-09 10:14:00.000000 UTC,2023-05-11 19:51:00.000000 UTC,24.0
49,F,Buckle Down,19.989999771118164,Women,Complete,2023-04-07 00:02:46.000000 UTC,2023-04-09 20:48:00.000000 UTC,2023-04-11 14:57:00.000000 UTC,19.989999771118164
19,F,Buckle Down,18.709999084472656,Women,Returned,2023-06-09 07:28:42.000000 UTC,2023-06-12 04:39:00.000000 UTC,2023-06-12 17:01:00.000000 UTC,18.709999084472656
38,F,Buckle Down,18.709999084472656,Women,Complete,2023-01-31 12:28:44.000000 UTC,2023-01-28 19:21:00.000000 UTC,2023-02-02 11:08:00.000000 UTC,18.709999084472656
13,F,Artex,31.989999771118164,Women,Complete,2023-06-05 07:46:37.000000 UTC,2023-06-06 01:16:00.000000 UTC,2023-06-08 23:40:00.000000 UTC,31.989999771118164
42,F,Bundle Monster,10.989999771118164,Women,Complete,2023-05-15 01:39:22.000000 UTC,2023-05-12 22:26:00.000000 UTC,2023-05-14 00:09:00.000000 UTC,10.989999771118164
21,F,Bundle Monster,10.989999771118164,Women,Returned,2023-05-18 00:47:22.000000 UTC,2023-05-20 08:23:00.000000 UTC,2023-05-22 04:34:00.000000 UTC,10.989999771118164
36,M,Bundle Monster,10.989999771118164,Men,Complete,2023-06-16 13:37:33.000000 UTC,2023-06-16 22:58:00.000000 UTC,2023-06-18 06:43:00.000000 UTC,10.989999771118164
53,F,Buxton,12.989999771118164,Women,Complete,2023-03-31 10:28:18.000000 UTC,2023-04-03 02:28:00.000000 UTC,2023-04-05 22:30:00.000000 UTC,12.989999771118164
66,F,Buxton,17.989999771118164,Women,Complete,2023-06-02 12:33:48.000000 UTC,2023-06-02 19:53:00.000000 UTC,2023-06-05 01:47:00.000000 UTC,17.989999771118164
20,F,Buxton,28.690000534057617,Women,Complete,2023-06-27 00:59:04.000000 UTC,2023-06-25 05:19:00.000000 UTC,2023-06-29 18:00:00.000000 UTC,28.690000534057617
16,F,Cashmere Pashmina Group,25.5,Women,Complete,2023-05-26 07:14:26.000000 UTC,2023-05-26 00:28:00.000000 UTC,2023-05-29 15:56:00.000000 UTC,25.5
21,F,Cashmere Pashmina Group,25.5,Women,Complete,2023-02-19 15:37:35.000000 UTC,2023-02-21 01:06:00.000000 UTC,2023-02-24 09:02:00.000000 UTC,25.5
34,F,Angelina,6.9899997711181641,Women,Returned,2023-02-04 03:59:38.000000 UTC,2023-02-02 21:37:00.000000 UTC,2023-02-05 14:29:00.000000 UTC,6.9899997711181641
58,F,Knit Caps,14.949999809265137,Women,Returned,2023-02-06 13:07:51.000000 UTC,2023-02-09 02:19:00.000000 UTC,2023-02-11 09:36:00.000000 UTC,14.949999809265137
41,M,Calvin Klein,33.75,Men,Complete,2023-02-23 14:08:25.000000 UTC,2023-02-20 14:54:00.000000 UTC,2023-02-25 04:17:00.000000 UTC,33.75
62,M,Calvin Klein,24.989999771118164,Men,Returned,2023-03-27 06:20:48.000000 UTC,2023-03-25 02:33:00.000000 UTC,2023-03-26 07:30:00.000000 UTC,24.989999771118164
66,M,Calvin Klein,24.989999771118164,Men,Complete,2023-02-14 00:53:56.000000 UTC,2023-02-15 16:04:00.000000 UTC,2023-02-15 18:49:00.000000 UTC,24.989999771118164
34,M,Calvin Klein,31.360000610351559,Men,Complete,2023-06-15 14:25:41.000000 UTC,2023-06-13 20:59:00.000000 UTC,2023-06-16 21:49:00.000000 UTC,31.360000610351559
61,M,Calvin Klein,33.75,Men,Complete,2023-06-18 14:36:48.000000 UTC,2023-06-15 00:44:00.000000 UTC,2023-06-18 12:15:00.000000 UTC,33.75
39,M,Calvin Klein,24.989999771118164,Men,Returned,2023-03-22 01:42:45.000000 UTC,2023-03-22 12:17:00.000000 UTC,2023-03-25 23:50:00.000000 UTC,24.989999771118164
57,M,Calvin Klein,33.75,Men,Complete,2023-01-03 17:51:03.000000 UTC,2023-01-03 03:19:00.000000 UTC,2023-01-04 08:06:00.000000 UTC,33.75
48,M,Canada Goose,225.0,Men,Complete,2023-03-26 01:09:31.000000 UTC,2023-03-28 09:14:00.000000 UTC,2023-04-01 10:20:00.000000 UTC,225.0
52,M,Carhartt,19.989999771118164,Men,Returned,2023-04-08 02:57:24.000000 UTC,2023-04-06 08:37:00.000000 UTC,2023-04-09 23:21:00.000000 UTC,19.989999771118164
56,M,Carhartt,40.020000457763672,Men,Returned,2023-02-12 16:07:01.000000 UTC,2023-02-15 02:22:00.000000 UTC,2023-02-19 13:57:00.000000 UTC,40.020000457763672
53,M,Carhartt,18.989999771118164,Men,Complete,2023-06-17 13:56:59.000000 UTC,2023-06-19 04:13:00.000000 UTC,2023-06-20 23:09:00.000000 UTC,18.989999771118164
25,M,Carhartt,29.989999771118164,Men,Returned,2023-04-11 15:54:56.000000 UTC,2023-04-14 17:31:00.000000 UTC,2023-04-19 01:37:00.000000 UTC,29.989999771118164
60,M,Carhartt,26.989999771118164,Men,Complete,2023-05-22 14:15:04.000000 UTC,2023-05-22 17:29:00.000000 UTC,2023-05-25 06:55:00.000000 UTC,26.989999771118164
69,M,Carhartt,24.989999771118164,Men,Returned,2023-06-05 13:06:17.000000 UTC,2023-06-04 00:19:00.000000 UTC,2023-06-08 03:16:00.000000 UTC,24.989999771118164
16,M,Carhartt,19.989999771118164,Men,Complete,2023-05-08 18:06:41.000000 UTC,2023-05-07 19:14:00.000000 UTC,2023-05-08 14:16:00.000000 UTC,19.989999771118164
56,M,Carhartt,26.989999771118164,Men,Complete,2023-01-13 13:02:25.000000 UTC,2023-01-12 14:26:00.000000 UTC,2023-01-15 10:01:00.000000 UTC,26.989999771118164
41,M,Carhartt,26.989999771118164,Men,Complete,2023-03-14 00:44:31.000000 UTC,2023-03-16 19:57:00.000000 UTC,2023-03-21 12:59:00.000000 UTC,26.989999771118164
31,M,Carhartt,12.989999771118164,Men,Complete,2023-03-12 03:05:07.000000 UTC,2023-03-13 22:19:00.000000 UTC,2023-03-17 15:29:00.000000 UTC,12.989999771118164
50,M,Carhartt,29.989999771118164,Men,Complete,2023-06-10 11:52:13.000000 UTC,2023-06-10 03:51:00.000000 UTC,2023-06-15 00:36:00.000000 UTC,29.989999771118164
66,M,Carhartt,29.989999771118164,Men,Returned,2023-06-23 03:33:17.000000 UTC,2023-06-25 15:30:00.000000 UTC,2023-06-28 23:20:00.000000 UTC,29.989999771118164
54,M,Carhartt,50.0,Men,Complete,2023-03-11 02:13:55.000000 UTC,2023-03-09 10:12:00.000000 UTC,2023-03-12 21:22:00.000000 UTC,50.0
17,M,Carhartt,50.0,Men,Complete,2023-06-02 22:39:07.000000 UTC,2023-06-03 09:53:00.000000 UTC,2023-06-08 06:50:00.000000 UTC,50.0
22,M,Carhartt,18.950000762939453,Men,Complete,2023-02-23 17:14:06.000000 UTC,2023-02-24 11:48:00.000000 UTC,2023-02-28 06:51:00.000000 UTC,18.950000762939453
47,M,Carhartt,34.75,Men,Complete,2023-02-14 10:22:44.000000 UTC,2023-02-16 21:12:00.000000 UTC,2023-02-20 17:32:00.000000 UTC,34.75
38,M,Carhartt,34.75,Men,Complete,2023-04-17 04:23:02.000000 UTC,2023-04-15 01:13:00.000000 UTC,2023-04-15 22:12:00.000000 UTC,34.75
31,M,Carhartt,34.75,Men,Returned,2023-04-23 23:22:39.000000 UTC,2023-04-25 08:26:00.000000 UTC,2023-04-26 01:04:00.000000 UTC,34.75
40,M,Carhartt,34.75,Men,Complete,2023-01-18 05:45:15.000000 UTC,2023-01-18 18:23:00.000000 UTC,2023-01-19 21:20:00.000000 UTC,34.75
34,F,Carhartt,17.989999771118164,Women,Complete,2023-06-27 02:30:49.000000 UTC,2023-06-24 11:46:00.000000 UTC,2023-06-25 13:47:00.000000 UTC,17.989999771118164
42,M,Carrera,85.9800033569336,Men,Complete,2023-02-18 11:03:38.000000 UTC,2023-02-18 02:59:00.000000 UTC,2023-02-21 11:37:00.000000 UTC,85.9800033569336
57,M,Carrera,78.989997863769531,Men,Complete,2023-01-09 10:56:58.000000 UTC,2023-01-10 07:21:00.000000 UTC,2023-01-12 23:41:00.000000 UTC,78.989997863769531
31,F,Carrera,80.949996948242173,Women,Complete,2023-03-05 11:45:55.000000 UTC,2023-03-04 08:04:00.000000 UTC,2023-03-06 17:16:00.000000 UTC,80.949996948242173
59,M,Carrera,85.419998168945312,Men,Complete,2023-05-23 23:52:50.000000 UTC,2023-05-24 10:52:00.000000 UTC,2023-05-27 07:06:00.000000 UTC,85.419998168945312
31,M,Carrera,85.419998168945312,Men,Returned,2023-06-02 08:56:35.000000 UTC,2023-06-02 19:56:00.000000 UTC,2023-06-06 20:32:00.000000 UTC,85.419998168945312
65,M,Carrera,72.25,Men,Complete,2023-04-21 06:43:02.000000 UTC,2023-04-23 22:50:00.000000 UTC,2023-04-28 16:08:00.000000 UTC,72.25
20,F,Teramasu,9.9700002670288086,Women,Returned,2023-04-01 22:37:41.000000 UTC,2023-04-03 18:06:00.000000 UTC,2023-04-08 10:12:00.000000 UTC,9.9700002670288086
38,F,Scarf_tradinginc,3.1700000762939453,Women,Complete,2023-03-30 09:55:00.000000 UTC,2023-03-29 00:14:00.000000 UTC,2023-04-02 15:03:00.000000 UTC,3.1700000762939453
54,M,Marshal,13.430000305175779,Men,Complete,2023-04-01 03:47:34.000000 UTC,2023-03-30 18:56:00.000000 UTC,2023-04-04 18:50:00.000000 UTC,13.430000305175779
48,F,Gravity,7.0199999809265137,Women,Returned,2023-03-28 22:05:32.000000 UTC,2023-03-29 11:28:00.000000 UTC,2023-03-31 04:39:00.000000 UTC,7.0199999809265137
37,F,Kendall Drive,4.9899997711181641,Women,Returned,2023-06-23 11:22:41.000000 UTC,2023-06-22 01:23:00.000000 UTC,2023-06-27 00:01:00.000000 UTC,4.9899997711181641
62,M,Luxury Divas,6.929999828338623,Men,Complete,2023-05-28 06:17:51.000000 UTC,2023-05-30 16:03:00.000000 UTC,2023-06-04 02:34:00.000000 UTC,6.929999828338623
39,F,Coach,190.0,Women,Complete,2023-03-16 05:37:06.000000 UTC,2023-03-18 15:42:00.000000 UTC,2023-03-22 14:20:00.000000 UTC,190.0
41,F,Coach,130.0,Women,Complete,2023-04-09 11:22:41.000000 UTC,2023-04-11 05:56:00.000000 UTC,2023-04-14 03:05:00.000000 UTC,130.0
33,F,Coach,130.0,Women,Complete,2023-03-13 16:01:28.000000 UTC,2023-03-15 06:26:00.000000 UTC,2023-03-16 18:00:00.000000 UTC,130.0
30,F,Coach,148.0,Women,Complete,2023-02-01 23:06:21.000000 UTC,2023-02-02 01:37:00.000000 UTC,2023-02-05 12:15:00.000000 UTC,148.0
29,M,Coal,30.0,Men,Complete,2023-01-22 09:50:21.000000 UTC,2023-01-21 13:15:00.000000 UTC,2023-01-23 17:22:00.000000 UTC,30.0
15,F,Coal,32.0,Women,Complete,2023-06-06 14:49:37.000000 UTC,2023-06-07 09:21:00.000000 UTC,2023-06-07 11:07:00.000000 UTC,32.0
