age,gender,product_brand,product_retail_price,product_department,status,created_at,shipped_at,delivered_at,sale_price,delivery_duration,created_month,delivery_duration_hours,status_numeric
14,F,Angelina,5.989999771118164,Women,Complete,2023-06-15 05:55:41+00:00,2023-06-13 11:23:00+00:00,2023-06-17 23:54:00+00:00,5.989999771118164,4 days 12:31:00,6,108.51666666666667,1
68,M,A:X Armani Exchange,32.0,Men,Returned,2023-05-12 07:04:56+00:00,2023-05-09 20:32:00+00:00,2023-05-13 02:37:00+00:00,32.0,3 days 06:05:00,5,78.08333333333333,0
55,M,A:X Armani Exchange,32.0,Men,Complete,2023-05-10 07:30:59+00:00,2023-05-10 18:10:00+00:00,2023-05-15 05:30:00+00:00,32.0,4 days 11:20:00,5,107.33333333333333,1
51,M,A:X Armani Exchange,32.0,Men,Complete,2023-03-14 03:53:05+00:00,2023-03-16 00:24:00+00:00,2023-03-16 19:32:00+00:00,32.0,0 days 19:08:00,3,19.133333333333333,1
44,M,A:X Armani Exchange,38.0,Men,Complete,2023-03-11 00:50:43+00:00,2023-03-11 01:22:00+00:00,2023-03-15 23:47:00+00:00,38.0,4 days 22:25:00,3,118.41666666666667,1
58,M,Arnette,69.94999694824219,Men,Complete,2023-01-18 03:26:52+00:00,2023-01-20 16:41:00+00:00,2023-01-20 20:38:00+00:00,69.94999694824219,0 days 03:57:00,1,3.95,1
65,M,Arnette,109.9499969482422,Men,Complete,2023-05-29 05:16:12+00:00,2023-05-29 17:28:00+00:00,2023-06-01 14:56:00+00:00,109.9499969482422,2 days 21:28:00,5,69.46666666666667,1
42,M,Aviator,19.950000762939453,Men,Complete,2023-01-20 09:55:30+00:00,2023-01-18 14:09:00+00:00,2023-01-22 04:00:00+00:00,19.950000762939453,3 days 13:51:00,1,85.85,1
34,M,Aviator,19.950000762939453,Men,Returned,2023-03-23 04:41:40+00:00,2023-03-24 23:12:00+00:00,2023-03-27 00:24:00+00:00,19.950000762939453,2 days 01:12:00,3,49.2,0
67,M,Bailey,60.0,Men,Returned,2023-06-26 08:26:19+00:00,2023-06-27 15:40:00+00:00,2023-07-01 04:50:00+00:00,60.0,3 days 13:10:00,6,85.16666666666667,0
18,F,Luxury Divas,13.989999771118164,Women,Returned,2023-06-19 05:46:51+00:00,2023-06-21 11:49:00+00:00,2023-06-24 06:51:00+00:00,13.989999771118164,2 days 19:02:00,6,67.03333333333333,0
49,F,Luxury Divas,6.349999904632568,Women,Complete,2023-06-05 10:32:38+00:00,2023-06-06 03:51:00+00:00,2023-06-10 03:51:00+00:00,6.349999904632568,4 days 00:00:00,6,96.0,1
39,F,C.C. Exclusives,13.989999771118164,Women,Complete,2023-01-03 10:24:59+00:00,2023-01-01 13:49:00+00:00,2023-01-05 03:13:00+00:00,13.989999771118164,3 days 13:24:00,1,85.4,1
22,F,Luxury Divas,27.989999771118164,Women,Complete,2023-01-24 04:08:34+00:00,2023-01-26 10:49:00+00:00,2023-01-27 07:10:00+00:00,27.989999771118164,0 days 20:21:00,1,20.35,1
43,F,Luxury Divas,8.0,Women,Complete,2023-02-04 03:35:42+00:00,2023-02-06 12:47:00+00:00,2023-02-08 05:15:00+00:00,8.0,1 days 16:28:00,2,40.46666666666667,1
37,F,Luxury Divas,24.989999771118164,Women,Returned,2023-05-18 09:37:08+00:00,2023-05-17 22:54:00+00:00,2023-05-21 08:14:00+00:00,24.989999771118164,3 days 09:20:00,5,81.33333333333333,0
28,M,UniformTux,3.25,Men,Complete,2023-02-10 14:25:57+00:00,2023-02-12 21:37:00+00:00,2023-02-15 13:34:00+00:00,3.25,2 days 15:57:00,2,63.95,1
12,M,Luxury Divas,3.799999952316284,Men,Complete,2023-01-16 15:42:41+00:00,2023-01-17 03:58:00+00:00,2023-01-18 17:57:00+00:00,3.799999952316284,1 days 13:59:00,1,37.983333333333334,1
63,M,Luxury Divas,3.799999952316284,Men,Returned,2023-06-17 12:52:25+00:00,2023-06-15 06:22:00+00:00,2023-06-16 09:49:00+00:00,3.799999952316284,1 days 03:27:00,6,27.45,0
36,F,Teramasu,18.989999771118164,Women,Complete,2023-03-31 07:56:19+00:00,2023-03-31 23:29:00+00:00,2023-04-04 07:05:00+00:00,18.989999771118164,3 days 07:36:00,3,79.6,1
70,M,Y&G,8.989999771118164,Men,Complete,2023-05-28 09:18:10+00:00,2023-05-28 20:44:00+00:00,2023-05-30 02:01:00+00:00,8.989999771118164,1 days 05:17:00,5,29.283333333333335,1
68,M,Y&G,8.989999771118164,Men,Returned,2023-02-02 23:08:30+00:00,2023-02-04 10:52:00+00:00,2023-02-07 12:04:00+00:00,8.989999771118164,3 days 01:12:00,2,73.2,0
41,F,Blue Q,6.389999866485596,Women,Returned,2023-06-07 11:11:57+00:00,2023-06-10 04:41:00+00:00,2023-06-13 15:17:00+00:00,6.389999866485596,3 days 10:36:00,6,82.6,0
55,F,H2W,3.400000095367432,Women,Complete,2023-06-27 05:44:55+00:00,2023-06-29 20:10:00+00:00,2023-07-03 09:16:00+00:00,3.400000095367432,3 days 13:06:00,6,85.1,1
51,F,H2W,3.400000095367432,Women,Complete,2023-04-29 12:37:49+00:00,2023-05-01 12:49:00+00:00,2023-05-05 06:54:00+00:00,3.400000095367432,3 days 18:05:00,4,90.08333333333333,1
45,M,Boconi,78.0,Men,Complete,2023-03-09 23:43:54+00:00,2023-03-12 15:00:00+00:00,2023-03-17 09:47:00+00:00,78.0,4 days 18:47:00,3,114.78333333333333,1
55,M,Boconi,78.0,Men,Returned,2023-01-28 00:41:49+00:00,2023-01-27 02:52:00+00:00,2023-01-30 08:56:00+00:00,78.0,3 days 06:04:00,1,78.06666666666666,0
26,M,boxed-gifts,9.0,Men,Complete,2023-02-18 05:51:06+00:00,2023-02-18 17:45:00+00:00,2023-02-19 10:48:00+00:00,9.0,0 days 17:03:00,2,17.05,1
44,M,boxed-gifts,9.0,Men,Complete,2023-03-22 10:26:18+00:00,2023-03-24 19:10:00+00:00,2023-03-28 04:54:00+00:00,9.0,3 days 09:44:00,3,81.73333333333333,1
50,M,boxed-gifts,9.0,Men,Returned,2023-06-26 06:32:27+00:00,2023-06-26 16:47:00+00:00,2023-06-27 21:08:00+00:00,9.0,1 days 04:21:00,6,28.35,0
26,M,boxed-gifts,9.0,Men,Complete,2023-02-22 23:39:59+00:00,2023-02-24 02:26:00+00:00,2023-02-25 12:25:00+00:00,9.0,1 days 09:59:00,2,33.983333333333334,1
51,M,boxed-gifts,7.989999771118163,Men,Complete,2023-03-10 08:15:58+00:00,2023-03-08 08:08:00+00:00,2023-03-08 11:26:00+00:00,7.989999771118163,0 days 03:18:00,3,3.3,1
36,M,boxed-gifts,7.989999771118163,Men,Complete,2023-01-13 10:22:41+00:00,2023-01-15 08:30:00+00:00,2023-01-19 01:36:00+00:00,7.989999771118163,3 days 17:06:00,1,89.1,1
28,M,Brixton,33.9900016784668,Men,Complete,2023-03-13 01:04:01+00:00,2023-03-13 10:02:00+00:00,2023-03-13 18:15:00+00:00,33.9900016784668,0 days 08:13:00,3,8.216666666666667,1
39,M,Brixton,33.9900016784668,Men,Complete,2023-03-27 07:07:30+00:00,2023-03-27 20:58:00+00:00,2023-03-28 13:48:00+00:00,33.9900016784668,0 days 16:50:00,3,16.833333333333332,1
24,M,Brixton,51.9900016784668,Men,Complete,2023-06-25 13:01:03+00:00,2023-06-22 18:20:00+00:00,2023-06-25 17:55:00+00:00,51.9900016784668,2 days 23:35:00,6,71.58333333333333,1
61,F,Brooks,24.0,Women,Complete,2023-05-10 06:26:12+00:00,2023-05-09 10:14:00+00:00,2023-05-11 19:51:00+00:00,24.0,2 days 09:37:00,5,57.61666666666667,1
49,F,Buckle Down,19.989999771118164,Women,Complete,2023-04-07 00:02:46+00:00,2023-04-09 20:48:00+00:00,2023-04-11 14:57:00+00:00,19.989999771118164,1 days 18:09:00,4,42.15,1
19,F,Buckle Down,18.709999084472656,Women,Returned,2023-06-09 07:28:42+00:00,2023-06-12 04:39:00+00:00,2023-06-12 17:01:00+00:00,18.709999084472656,0 days 12:22:00,6,12.366666666666667,0
38,F,Buckle Down,18.709999084472656,Women,Complete,2023-01-31 12:28:44+00:00,2023-01-28 19:21:00+00:00,2023-02-02 11:08:00+00:00,18.709999084472656,4 days 15:47:00,1,111.78333333333333,1
13,F,Artex,31.989999771118164,Women,Complete,2023-06-05 07:46:37+00:00,2023-06-06 01:16:00+00:00,2023-06-08 23:40:00+00:00,31.989999771118164,2 days 22:24:00,6,70.4,1
42,F,Bundle Monster,10.989999771118164,Women,Complete,2023-05-15 01:39:22+00:00,2023-05-12 22:26:00+00:00,2023-05-14 00:09:00+00:00,10.989999771118164,1 days 01:43:00,5,25.716666666666665,1
21,F,Bundle Monster,10.989999771118164,Women,Returned,2023-05-18 00:47:22+00:00,2023-05-20 08:23:00+00:00,2023-05-22 04:34:00+00:00,10.989999771118164,1 days 20:11:00,5,44.18333333333333,0
36,M,Bundle Monster,10.989999771118164,Men,Complete,2023-06-16 13:37:33+00:00,2023-06-16 22:58:00+00:00,2023-06-18 06:43:00+00:00,10.989999771118164,1 days 07:45:00,6,31.75,1
53,F,Buxton,12.989999771118164,Women,Complete,2023-03-31 10:28:18+00:00,2023-04-03 02:28:00+00:00,2023-04-05 22:30:00+00:00,12.989999771118164,2 days 20:02:00,3,68.03333333333333,1
66,F,Buxton,17.989999771118164,Women,Complete,2023-06-02 12:33:48+00:00,2023-06-02 19:53:00+00:00,2023-06-05 01:47:00+00:00,17.989999771118164,2 days 05:54:00,6,53.9,1
20,F,Buxton,28.690000534057617,Women,Complete,2023-06-27 00:59:04+00:00,2023-06-25 05:19:00+00:00,2023-06-29 18:00:00+00:00,28.690000534057617,4 days 12:41:00,6,108.68333333333334,1
16,F,Cashmere Pashmina Group,25.5,Women,Complete,2023-05-26 07:14:26+00:00,2023-05-26 00:28:00+00:00,2023-05-29 15:56:00+00:00,25.5,3 days 15:28:00,5,87.46666666666667,1
21,F,Cashmere Pashmina Group,25.5,Women,Complete,2023-02-19 15:37:35+00:00,2023-02-21 01:06:00+00:00,2023-02-24 09:02:00+00:00,25.5,3 days 07:56:00,2,79.93333333333334,1
34,F,Angelina,6.989999771118164,Women,Returned,2023-02-04 03:59:38+00:00,2023-02-02 21:37:00+00:00,2023-02-05 14:29:00+00:00,6.989999771118164,2 days 16:52:00,2,64.86666666666666,0
58,F,Knit Caps,14.949999809265137,Women,Returned,2023-02-06 13:07:51+00:00,2023-02-09 02:19:00+00:00,2023-02-11 09:36:00+00:00,14.949999809265137,2 days 07:17:00,2,55.28333333333333,0
41,M,Calvin Klein,33.75,Men,Complete,2023-02-23 14:08:25+00:00,2023-02-20 14:54:00+00:00,2023-02-25 04:17:00+00:00,33.75,4 days 13:23:00,2,109.38333333333334,1
62,M,Calvin Klein,24.989999771118164,Men,Returned,2023-03-27 06:20:48+00:00,2023-03-25 02:33:00+00:00,2023-03-26 07:30:00+00:00,24.989999771118164,1 days 04:57:00,3,28.95,0
66,M,Calvin Klein,24.989999771118164,Men,Complete,2023-02-14 00:53:56+00:00,2023-02-15 16:04:00+00:00,2023-02-15 18:49:00+00:00,24.989999771118164,0 days 02:45:00,2,2.75,1
34,M,Calvin Klein,31.36000061035156,Men,Complete,2023-06-15 14:25:41+00:00,2023-06-13 20:59:00+00:00,2023-06-16 21:49:00+00:00,31.36000061035156,3 days 00:50:00,6,72.83333333333333,1
61,M,Calvin Klein,33.75,Men,Complete,2023-06-18 14:36:48+00:00,2023-06-15 00:44:00+00:00,2023-06-18 12:15:00+00:00,33.75,3 days 11:31:00,6,83.51666666666667,1
39,M,Calvin Klein,24.989999771118164,Men,Returned,2023-03-22 01:42:45+00:00,2023-03-22 12:17:00+00:00,2023-03-25 23:50:00+00:00,24.989999771118164,3 days 11:33:00,3,83.55,0
57,M,Calvin Klein,33.75,Men,Complete,2023-01-03 17:51:03+00:00,2023-01-03 03:19:00+00:00,2023-01-04 08:06:00+00:00,33.75,1 days 04:47:00,1,28.783333333333335,1
48,M,Canada Goose,225.0,Men,Complete,2023-03-26 01:09:31+00:00,2023-03-28 09:14:00+00:00,2023-04-01 10:20:00+00:00,225.0,4 days 01:06:00,3,97.1,1
52,M,Carhartt,19.989999771118164,Men,Returned,2023-04-08 02:57:24+00:00,2023-04-06 08:37:00+00:00,2023-04-09 23:21:00+00:00,19.989999771118164,3 days 14:44:00,4,86.73333333333333,0
56,M,Carhartt,40.02000045776367,Men,Returned,2023-02-12 16:07:01+00:00,2023-02-15 02:22:00+00:00,2023-02-19 13:57:00+00:00,40.02000045776367,4 days 11:35:00,2,107.58333333333333,0
53,M,Carhartt,18.989999771118164,Men,Complete,2023-06-17 13:56:59+00:00,2023-06-19 04:13:00+00:00,2023-06-20 23:09:00+00:00,18.989999771118164,1 days 18:56:00,6,42.93333333333333,1
25,M,Carhartt,29.989999771118164,Men,Returned,2023-04-11 15:54:56+00:00,2023-04-14 17:31:00+00:00,2023-04-19 01:37:00+00:00,29.989999771118164,4 days 08:06:00,4,104.1,0
60,M,Carhartt,26.989999771118164,Men,Complete,2023-05-22 14:15:04+00:00,2023-05-22 17:29:00+00:00,2023-05-25 06:55:00+00:00,26.989999771118164,2 days 13:26:00,5,61.43333333333333,1
69,M,Carhartt,24.989999771118164,Men,Returned,2023-06-05 13:06:17+00:00,2023-06-04 00:19:00+00:00,2023-06-08 03:16:00+00:00,24.989999771118164,4 days 02:57:00,6,98.95,0
16,M,Carhartt,19.989999771118164,Men,Complete,2023-05-08 18:06:41+00:00,2023-05-07 19:14:00+00:00,2023-05-08 14:16:00+00:00,19.989999771118164,0 days 19:02:00,5,19.033333333333335,1
56,M,Carhartt,26.989999771118164,Men,Complete,2023-01-13 13:02:25+00:00,2023-01-12 14:26:00+00:00,2023-01-15 10:01:00+00:00,26.989999771118164,2 days 19:35:00,1,67.58333333333333,1
41,M,Carhartt,26.989999771118164,Men,Complete,2023-03-14 00:44:31+00:00,2023-03-16 19:57:00+00:00,2023-03-21 12:59:00+00:00,26.989999771118164,4 days 17:02:00,3,113.03333333333333,1
31,M,Carhartt,12.989999771118164,Men,Complete,2023-03-12 03:05:07+00:00,2023-03-13 22:19:00+00:00,2023-03-17 15:29:00+00:00,12.989999771118164,3 days 17:10:00,3,89.16666666666667,1
50,M,Carhartt,29.989999771118164,Men,Complete,2023-06-10 11:52:13+00:00,2023-06-10 03:51:00+00:00,2023-06-15 00:36:00+00:00,29.989999771118164,4 days 20:45:00,6,116.75,1
66,M,Carhartt,29.989999771118164,Men,Returned,2023-06-23 03:33:17+00:00,2023-06-25 15:30:00+00:00,2023-06-28 23:20:00+00:00,29.989999771118164,3 days 07:50:00,6,79.83333333333333,0
54,M,Carhartt,50.0,Men,Complete,2023-03-11 02:13:55+00:00,2023-03-09 10:12:00+00:00,2023-03-12 21:22:00+00:00,50.0,3 days 11:10:00,3,83.16666666666667,1
17,M,Carhartt,50.0,Men,Complete,2023-06-02 22:39:07+00:00,2023-06-03 09:53:00+00:00,2023-06-08 06:50:00+00:00,50.0,4 days 20:57:00,6,116.95,1
22,M,Carhartt,18.950000762939453,Men,Complete,2023-02-23 17:14:06+00:00,2023-02-24 11:48:00+00:00,2023-02-28 06:51:00+00:00,18.950000762939453,3 days 19:03:00,2,91.05,1
47,M,Carhartt,34.75,Men,Complete,2023-02-14 10:22:44+00:00,2023-02-16 21:12:00+00:00,2023-02-20 17:32:00+00:00,34.75,3 days 20:20:00,2,92.33333333333333,1
38,M,Carhartt,34.75,Men,Complete,2023-04-17 04:23:02+00:00,2023-04-15 01:13:00+00:00,2023-04-15 22:12:00+00:00,34.75,0 days 20:59:00,4,20.983333333333334,1
31,M,Carhartt,34.75,Men,Returned,2023-04-23 23:22:39+00:00,2023-04-25 08:26:00+00:00,2023-04-26 01:04:00+00:00,34.75,0 days 16:38:00,4,16.633333333333333,0
40,M,Carhartt,34.75,Men,Complete,2023-01-18 05:45:15+00:00,2023-01-18 18:23:00+00:00,2023-01-19 21:20:00+00:00,34.75,1 days 02:57:00,1,26.95,1
34,F,Carhartt,17.989999771118164,Women,Complete,2023-06-27 02:30:49+00:00,2023-06-24 11:46:00+00:00,2023-06-25 13:47:00+00:00,17.989999771118164,1 days 02:01:00,6,26.016666666666666,1
42,M,Carrera,85.9800033569336,Men,Complete,2023-02-18 11:03:38+00:00,2023-02-18 02:59:00+00:00,2023-02-21 11:37:00+00:00,85.9800033569336,3 days 08:38:00,2,80.63333333333334,1
